hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,label
RIGHT,BACK,90.41,33.53,27.71,0.3581,0.3372,0.2387,0.4141,0.6846,76.33,off_spin_grip
RIGHT,BACK,105.16,29.14,24.22,0.3445,0.3393,0.2974,0.3975,0.6538,76.65,off_spin_grip
RIGHT,BACK,65.25,27.55,23.37,0.3063,0.3309,0.2544,0.4,0.6697,75.91,off_spin_grip
RIGHT,BACK,12.09,4.3,17.24,0.0927,0.3566,0.2753,0.1803,0.4052,67.26,off_spin_grip
RIGHT,BACK,13.61,5.39,20.77,0.0999,0.3042,0.2186,0.2233,0.4628,66.7,off_spin_grip
RIGHT,BACK,15.76,2.96,6.19,0.0999,0.2063,0.1952,0.3208,0.5662,67.76,off_spin_grip
RIGHT,BACK,14.22,2.43,16.05,0.0921,0.3116,0.2676,0.2196,0.454,67.44,off_spin_grip
RIGHT,BACK,15.83,6.03,21.54,0.0878,0.2444,0.1937,0.2671,0.5189,66.99,off_spin_grip
RIGHT,BACK,16.34,4.09,20.83,0.1067,0.1996,0.1352,0.332,0.5836,67.35,off_spin_grip
RIGHT,BACK,19.91,4.29,21.24,0.1171,0.2381,0.209,0.2996,0.5487,66.64,off_spin_grip
RIGHT,BACK,19.01,4.77,19.8,0.1073,0.2207,0.1708,0.312,0.5672,66.68,off_spin_grip
RIGHT,BACK,22.17,3.34,21.64,0.1146,0.2753,0.2602,0.2717,0.5052,66.74,off_spin_grip
RIGHT,BACK,15.96,4.46,19.71,0.1092,0.2491,0.1742,0.2996,0.5541,66.89,off_spin_grip
RIGHT,BACK,17.45,2.57,18.69,0.119,0.2317,0.1986,0.3183,0.57,66.85,off_spin_grip
RIGHT,BACK,18.57,7.56,24.8,0.0975,0.228,0.1656,0.3133,0.5705,66.55,off_spin_grip
RIGHT,BACK,20.28,4.13,17.91,0.1136,0.2745,0.2641,0.266,0.5161,66.87,off_spin_grip
RIGHT,BACK,64.81,68.55,71.59,0.189,0.2311,0.118,0.2699,0.5255,64.81,off_spin_grip
RIGHT,BACK,58.17,65.59,68.31,0.1526,0.2564,0.1043,0.2192,0.4873,64.43,off_spin_grip
RIGHT,BACK,63.71,68.31,71.18,0.1061,0.2044,0.1253,0.2491,0.5236,64.4,off_spin_grip
RIGHT,BACK,59.8,67.05,71.2,0.1372,0.1989,0.0812,0.2962,0.5625,64.26,off_spin_grip
RIGHT,BACK,68.16,67.72,72.18,0.1467,0.188,0.1484,0.3071,0.5649,64.94,off_spin_grip
RIGHT,BACK,76.86,67.33,72.84,0.2098,0.1875,0.2143,0.3227,0.5805,65.63,off_spin_grip
RIGHT,BACK,63.04,62.97,68.72,0.1837,0.192,0.1519,0.3118,0.5651,65.33,off_spin_grip
RIGHT,BACK,63.58,62.63,68.35,0.1427,0.1852,0.1431,0.3289,0.5923,65.45,off_spin_grip
RIGHT,BACK,57.53,64.67,69.83,0.1781,0.3012,0.1253,0.284,0.5566,64.74,off_spin_grip
RIGHT,BACK,91.04,68.76,73.88,0.2425,0.2168,0.251,0.3155,0.5821,65.1,off_spin_grip
RIGHT,BACK,47.24,53.4,54.0,0.3082,0.3728,0.0824,0.3943,0.5908,80.85,off_spin_grip
RIGHT,BACK,41.97,51.07,54.06,0.2946,0.3716,0.096,0.3808,0.5737,80.38,off_spin_grip
RIGHT,BACK,48.24,53.01,54.52,0.345,0.3991,0.0625,0.4106,0.6016,81.01,off_spin_grip
RIGHT,BACK,45.73,54.34,57.41,0.3245,0.3695,0.0589,0.3863,0.5796,81.21,off_spin_grip
RIGHT,BACK,52.59,55.17,55.98,0.3649,0.3904,0.06,0.389,0.5793,81.51,off_spin_grip
RIGHT,BACK,59.08,54.2,54.11,0.3655,0.3551,0.079,0.395,0.5799,81.49,off_spin_grip
RIGHT,BACK,68.51,55.01,53.05,0.401,0.3829,0.1024,0.4197,0.6092,81.78,off_spin_grip
RIGHT,BACK,65.04,54.68,52.53,0.4005,0.4006,0.1167,0.4191,0.6095,81.62,off_spin_grip
RIGHT,BACK,57.68,52.6,52.41,0.3854,0.4043,0.0681,0.4314,0.6266,81.24,off_spin_grip
RIGHT,BACK,50.93,53.5,53.58,0.3535,0.3988,0.0566,0.4453,0.6317,81.28,off_spin_grip
RIGHT,BACK,50.73,52.79,51.91,0.3556,0.3957,0.0479,0.4407,0.6282,81.33,off_spin_grip
RIGHT,BACK,48.62,52.91,52.54,0.3424,0.3909,0.0604,0.4264,0.615,81.85,off_spin_grip
RIGHT,BACK,47.53,52.32,52.51,0.3413,0.3925,0.0669,0.4314,0.6251,81.16,off_spin_grip
RIGHT,BACK,49.94,50.91,52.35,0.3456,0.3895,0.0549,0.43,0.6231,81.25,off_spin_grip
RIGHT,BACK,73.0,23.03,21.5,0.2442,0.2337,0.1944,0.4318,0.686,84.13,off_spin_grip
RIGHT,BACK,58.33,24.61,22.3,0.2183,0.247,0.1401,0.4294,0.6783,83.93,off_spin_grip
RIGHT,BACK,52.35,25.58,23.07,0.189,0.2288,0.1124,0.4282,0.6753,83.95,off_spin_grip
RIGHT,BACK,61.3,27.36,24.86,0.21,0.2273,0.1137,0.4397,0.6806,84.31,off_spin_grip
RIGHT,BACK,30.79,45.21,49.83,0.1815,0.2943,0.1192,0.2889,0.4482,79.8,off_spin_grip
RIGHT,BACK,29.95,41.57,46.03,0.1937,0.302,0.1356,0.2286,0.3883,79.73,off_spin_grip
RIGHT,BACK,33.05,46.57,54.73,0.2208,0.3221,0.1091,0.2927,0.4584,80.24,off_spin_grip
RIGHT,BACK,34.85,48.8,57.29,0.2228,0.3105,0.1031,0.2617,0.4322,80.25,off_spin_grip
RIGHT,BACK,36.79,48.49,56.03,0.2481,0.3322,0.093,0.2975,0.4649,80.06,off_spin_grip
RIGHT,BACK,33.75,41.97,44.34,0.2412,0.3637,0.1224,0.3179,0.4803,79.78,off_spin_grip
RIGHT,BACK,34.32,57.75,64.11,0.209,0.3174,0.12,0.2328,0.3875,78.73,off_spin_grip
RIGHT,BACK,35.69,56.33,61.73,0.2324,0.3375,0.1145,0.2514,0.4116,78.83,off_spin_grip
RIGHT,BACK,37.69,58.48,62.21,0.2438,0.3402,0.1006,0.2618,0.4203,79.13,off_spin_grip
RIGHT,BACK,37.35,57.92,62.67,0.2351,0.343,0.111,0.2697,0.4286,79.1,off_spin_grip
RIGHT,BACK,37.57,57.31,61.77,0.2545,0.3618,0.1083,0.2805,0.4402,79.26,off_spin_grip
RIGHT,BACK,37.26,59.18,64.38,0.2505,0.3426,0.1059,0.2432,0.4051,79.2,off_spin_grip
RIGHT,BACK,37.18,59.72,65.4,0.2507,0.3477,0.1068,0.2483,0.4093,79.17,off_spin_grip
RIGHT,BACK,35.42,56.92,63.05,0.214,0.3254,0.1124,0.2986,0.4592,78.52,off_spin_grip
RIGHT,BACK,37.95,59.08,63.7,0.2326,0.3132,0.1426,0.1554,0.316,79.06,off_spin_grip
RIGHT,BACK,38.5,58.69,63.15,0.2342,0.3381,0.104,0.3044,0.4623,78.58,off_spin_grip
RIGHT,BACK,35.5,57.42,63.13,0.2287,0.35,0.1222,0.2985,0.4591,78.7,off_spin_grip
RIGHT,BACK,39.92,62.45,70.19,0.2413,0.336,0.097,0.2829,0.4467,78.86,off_spin_grip
RIGHT,BACK,38.04,58.2,64.36,0.2282,0.3451,0.1169,0.3002,0.4638,78.35,off_spin_grip
RIGHT,BACK,33.61,53.49,57.3,0.2066,0.3393,0.1329,0.29,0.4472,78.5,off_spin_grip
RIGHT,BACK,34.81,58.42,65.65,0.2255,0.3438,0.1192,0.2966,0.4586,78.33,off_spin_grip
RIGHT,BACK,46.13,68.48,77.76,0.2272,0.3042,0.081,0.3015,0.4696,76.54,off_spin_grip
RIGHT,BACK,38.95,70.17,81.77,0.2458,0.3633,0.1258,0.3212,0.4743,75.91,off_spin_grip
RIGHT,BACK,39.68,70.85,82.04,0.2169,0.3343,0.1225,0.324,0.4748,75.96,off_spin_grip
RIGHT,BACK,39.58,70.33,83.81,0.2411,0.3594,0.1234,0.3234,0.4839,75.4,off_spin_grip
RIGHT,BACK,41.33,70.87,82.43,0.2409,0.3506,0.1158,0.3087,0.4646,75.81,off_spin_grip
RIGHT,BACK,41.68,71.29,83.84,0.2541,0.3609,0.1121,0.3269,0.4903,75.32,off_spin_grip
RIGHT,BACK,41.97,71.62,82.03,0.2403,0.3431,0.107,0.3228,0.4792,75.58,off_spin_grip
RIGHT,BACK,42.68,71.03,82.62,0.2369,0.3373,0.1052,0.3217,0.4815,75.12,off_spin_grip
RIGHT,BACK,21.96,60.19,63.59,0.1001,0.1678,0.0736,0.1475,0.3157,83.73,off_spin_grip
RIGHT,BACK,18.81,58.8,65.16,0.0933,0.1406,0.0586,0.1791,0.3439,83.77,off_spin_grip
RIGHT,BACK,15.99,49.66,55.49,0.096,0.1596,0.0673,0.1564,0.3272,84.24,off_spin_grip
RIGHT,BACK,19.48,58.89,65.14,0.0914,0.1318,0.0643,0.1809,0.3383,83.77,off_spin_grip
RIGHT,BACK,121.91,101.74,104.06,0.3792,0.3347,0.3011,0.155,0.3298,77.29,off_spin_grip
RIGHT,BACK,127.33,100.43,104.3,0.3989,0.3275,0.3216,0.218,0.3529,77.96,off_spin_grip
RIGHT,BACK,118.0,98.68,99.86,0.3622,0.3365,0.2883,0.1979,0.3607,77.02,off_spin_grip
RIGHT,BACK,127.66,101.85,103.57,0.4068,0.3312,0.3154,0.1962,0.3587,77.15,off_spin_grip
RIGHT,BACK,127.87,105.15,106.29,0.412,0.3312,0.311,0.133,0.3202,77.25,off_spin_grip
RIGHT,BACK,120.4,102.65,100.34,0.3718,0.3271,0.2902,0.1117,0.3288,77.03,off_spin_grip
RIGHT,BACK,122.97,107.46,105.3,0.381,0.3265,0.29,0.1187,0.3346,77.29,off_spin_grip
RIGHT,BACK,120.93,104.98,100.3,0.4093,0.3361,0.2999,0.118,0.3516,77.4,off_spin_grip
RIGHT,BACK,117.6,100.48,98.58,0.4015,0.3236,0.2958,0.1584,0.3655,77.48,off_spin_grip
RIGHT,BACK,124.75,104.8,103.15,0.4109,0.3227,0.3149,0.1449,0.3582,77.09,off_spin_grip
RIGHT,BACK,121.15,109.31,106.69,0.4199,0.3298,0.3045,0.1082,0.3355,77.3,off_spin_grip
RIGHT,BACK,124.37,108.16,106.45,0.4209,0.3341,0.3179,0.1365,0.3582,77.27,off_spin_grip
RIGHT,BACK,126.03,112.89,110.04,0.4225,0.3298,0.3218,0.1323,0.3601,77.16,off_spin_grip
RIGHT,BACK,114.54,104.02,101.23,0.3801,0.3304,0.2853,0.1229,0.3525,77.1,off_spin_grip
RIGHT,BACK,116.52,104.75,102.32,0.3897,0.3345,0.2885,0.1253,0.3572,77.27,off_spin_grip
RIGHT,BACK,117.39,100.18,101.45,0.396,0.323,0.289,0.1951,0.3843,77.08,off_spin_grip
RIGHT,BACK,116.24,99.27,98.83,0.4086,0.3283,0.2921,0.2011,0.4094,76.82,off_spin_grip
RIGHT,BACK,120.39,100.4,101.67,0.4063,0.3291,0.3058,0.2061,0.3975,76.9,off_spin_grip
RIGHT,BACK,96.6,83.01,89.32,0.3587,0.315,0.2785,0.2187,0.4152,77.2,off_spin_grip
RIGHT,BACK,94.58,83.8,87.06,0.3545,0.3165,0.2592,0.2152,0.4114,77.13,off_spin_grip
RIGHT,BACK,84.42,82.44,86.12,0.3184,0.301,0.2278,0.2131,0.4061,77.34,off_spin_grip
RIGHT,BACK,84.23,79.6,83.51,0.2956,0.2853,0.2198,0.2464,0.4352,77.28,off_spin_grip
RIGHT,BACK,86.18,79.58,84.48,0.2919,0.2806,0.2329,0.2174,0.4013,77.4,off_spin_grip
RIGHT,BACK,86.49,76.36,81.18,0.322,0.2823,0.2351,0.2142,0.4096,77.14,off_spin_grip
RIGHT,BACK,87.33,74.67,80.48,0.3163,0.2837,0.2461,0.1956,0.3871,76.58,off_spin_grip
RIGHT,BACK,85.45,74.94,81.26,0.3102,0.2794,0.242,0.2019,0.3956,76.99,off_spin_grip
RIGHT,BACK,78.33,71.12,76.78,0.2861,0.2608,0.2165,0.221,0.4128,77.17,off_spin_grip
RIGHT,BACK,75.45,71.99,76.84,0.2794,0.258,0.1975,0.2291,0.4288,77.42,off_spin_grip
RIGHT,BACK,172.34,0.95,10.7,0.4046,0.2317,0.4193,0.3389,0.5897,79.26,off_spin_grip
RIGHT,BACK,174.03,4.46,6.53,0.4139,0.2591,0.4754,0.3244,0.557,79.38,off_spin_grip
RIGHT,BACK,174.11,1.4,11.47,0.4709,0.2328,0.4552,0.3744,0.6025,80.41,off_spin_grip
RIGHT,BACK,156.73,12.85,27.31,0.4382,0.3213,0.4118,0.2779,0.5207,79.08,off_spin_grip
RIGHT,BACK,160.57,30.44,44.66,0.5119,0.3671,0.4517,0.2347,0.4383,80.22,off_spin_grip
RIGHT,BACK,161.84,33.96,47.43,0.5204,0.3832,0.4384,0.2129,0.4241,80.59,off_spin_grip
RIGHT,BACK,105.12,44.64,61.99,0.4616,0.3926,0.3592,0.1999,0.4011,80.89,off_spin_grip
RIGHT,BACK,107.49,94.73,64.37,0.1532,0.2186,0.345,0.2644,0.4649,88.62,off_spin_grip
RIGHT,BACK,103.22,94.52,64.79,0.148,0.3004,0.4044,0.2276,0.3958,88.39,off_spin_grip
RIGHT,BACK,107.48,97.81,63.65,0.1615,0.1974,0.3236,0.2836,0.4985,88.57,off_spin_grip
RIGHT,BACK,105.1,91.61,62.1,0.1507,0.2972,0.4199,0.2123,0.3975,88.84,off_spin_grip
RIGHT,BACK,2.91,0.46,18.81,0.2147,0.2235,0.249,0.2491,0.4512,82.2,off_spin_grip
RIGHT,BACK,0.22,2.63,17.8,0.2082,0.399,0.2308,0.3574,0.5429,82.05,off_spin_grip
RIGHT,BACK,4.46,4.77,14.33,0.1834,0.2041,0.1717,0.2542,0.4481,81.88,off_spin_grip
RIGHT,BACK,6.01,5.95,10.09,0.2093,0.2045,0.2381,0.2606,0.4563,82.23,off_spin_grip
RIGHT,BACK,1.92,5.14,10.55,0.1553,0.2237,0.1876,0.2446,0.4434,81.57,off_spin_grip
RIGHT,BACK,3.5,1.64,24.38,0.1839,0.2357,0.3248,0.1407,0.3174,80.37,off_spin_grip
RIGHT,BACK,31.09,29.98,60.05,0.285,0.322,0.208,0.2492,0.463,79.99,off_spin_grip
RIGHT,BACK,35.13,28.75,60.59,0.2452,0.2758,0.2035,0.2602,0.4878,79.73,off_spin_grip
RIGHT,BACK,30.9,25.67,57.21,0.2201,0.2724,0.2004,0.2523,0.4725,80.47,off_spin_grip
RIGHT,BACK,132.9,88.69,53.07,0.2869,0.2288,0.5101,0.3025,0.5198,87.56,off_spin_grip
RIGHT,BACK,53.22,29.03,28.79,0.2157,0.1629,0.2769,0.1127,0.4171,87.63,inswing
RIGHT,BACK,53.09,29.51,23.64,0.2086,0.1388,0.2746,0.1139,0.407,87.94,inswing
RIGHT,BACK,45.33,26.98,24.64,0.1783,0.1057,0.2595,0.1042,0.4034,88.0,inswing
RIGHT,BACK,43.98,25.65,25.39,0.1823,0.1133,0.2582,0.1036,0.4231,87.92,inswing
RIGHT,BACK,54.79,31.24,26.75,0.2174,0.1589,0.271,0.1174,0.4024,88.31,inswing
RIGHT,BACK,51.03,48.16,17.67,0.2476,0.1369,0.3234,0.2095,0.3943,89.18,inswing
RIGHT,BACK,87.92,34.81,46.57,0.2614,0.2288,0.3976,0.2105,0.267,86.29,inswing
RIGHT,BACK,2.77,21.78,43.17,0.1308,0.1216,0.1971,0.1887,0.3308,85.83,inswing
RIGHT,BACK,1.39,16.94,40.28,0.0941,0.1322,0.1924,0.1879,0.2994,85.81,inswing
RIGHT,BACK,1.78,15.72,36.62,0.1836,0.067,0.2176,0.1506,0.3041,85.41,inswing
RIGHT,BACK,5.58,12.87,38.15,0.2112,0.0834,0.2744,0.1976,0.262,85.56,inswing
RIGHT,BACK,2.72,16.37,41.92,0.1032,0.1536,0.1999,0.132,0.3203,86.09,inswing
RIGHT,BACK,2.48,10.65,29.19,0.1449,0.272,0.3391,0.1833,0.2728,83.88,inswing
RIGHT,BACK,4.07,9.71,30.64,0.1894,0.319,0.3597,0.196,0.2902,83.02,inswing
RIGHT,BACK,4.09,10.19,32.14,0.1629,0.1507,0.1213,0.0464,0.3292,83.57,inswing
RIGHT,BACK,4.58,8.4,26.61,0.1196,0.2737,0.324,0.1767,0.2862,83.54,inswing
RIGHT,BACK,2.47,13.96,39.58,0.1804,0.0641,0.1523,0.1208,0.2641,83.32,inswing
RIGHT,BACK,1.21,14.17,41.49,0.1551,0.0717,0.1779,0.1443,0.2025,82.72,inswing
RIGHT,BACK,5.11,14.76,32.94,0.1145,0.0485,0.1356,0.146,0.2054,82.86,inswing
RIGHT,BACK,8.28,18.91,38.89,0.0844,0.088,0.1681,0.1182,0.1812,82.14,inswing
RIGHT,BACK,11.55,26.19,47.79,0.0684,0.0997,0.1459,0.1336,0.1537,83.99,inswing
RIGHT,BACK,9.68,25.98,46.66,0.0612,0.1033,0.1432,0.1272,0.1457,83.84,inswing
RIGHT,BACK,7.95,24.32,46.43,0.0979,0.0669,0.1276,0.1221,0.1694,84.51,inswing
RIGHT,BACK,9.74,26.21,47.98,0.0687,0.1135,0.1515,0.1545,0.155,83.66,inswing
RIGHT,BACK,10.82,26.43,49.19,0.0534,0.1815,0.175,0.1175,0.1568,82.89,inswing
RIGHT,BACK,8.27,23.8,49.43,0.0675,0.1378,0.1603,0.1204,0.1686,82.76,inswing
RIGHT,BACK,22.52,1.32,18.34,0.1304,0.206,0.3023,0.1699,0.3154,82.84,inswing
RIGHT,BACK,3.85,14.95,35.48,0.0571,0.1006,0.1258,0.1183,0.2121,89.84,inswing
RIGHT,BACK,3.7,14.01,34.53,0.1039,0.1016,0.1313,0.1262,0.1985,89.7,inswing
RIGHT,BACK,2.15,15.74,36.9,0.119,0.1904,0.2956,0.1816,0.2484,89.37,inswing
RIGHT,BACK,2.55,15.29,32.41,0.0795,0.2193,0.2962,0.1833,0.2165,89.56,inswing
RIGHT,BACK,107.19,0.18,15.63,0.3528,0.1312,0.3675,0.1816,0.3413,68.22,inswing
RIGHT,BACK,65.95,6.87,10.91,0.2435,0.0981,0.272,0.1381,0.2997,67.26,inswing
RIGHT,BACK,89.45,3.01,19.5,0.3773,0.1536,0.3583,0.1651,0.2601,68.35,inswing
RIGHT,BACK,121.22,1.2,17.74,0.4678,0.188,0.3864,0.155,0.3321,68.24,inswing
RIGHT,BACK,55.17,1.53,18.44,0.3034,0.1592,0.3101,0.1723,0.3332,68.51,inswing
RIGHT,BACK,168.91,36.36,27.13,0.3006,0.2707,0.4156,0.3122,0.3834,74.48,inswing
RIGHT,BACK,172.43,74.38,28.82,0.3508,0.2469,0.4445,0.3171,0.3611,74.9,inswing
RIGHT,BACK,150.13,15.17,29.58,0.3761,0.2399,0.3888,0.2488,0.4041,75.45,inswing
RIGHT,BACK,47.16,9.17,26.4,0.3394,0.1897,0.3479,0.1839,0.387,75.79,inswing
RIGHT,BACK,27.3,8.82,22.17,0.3422,0.1977,0.3356,0.194,0.3993,75.75,inswing
RIGHT,BACK,149.67,120.57,4.14,0.5509,0.2038,0.3479,0.2717,0.621,72.04,inswing
RIGHT,BACK,146.44,30.51,1.36,0.5992,0.2351,0.4579,0.1835,0.4387,72.48,inswing
RIGHT,BACK,157.06,143.08,7.68,0.511,0.069,0.5554,0.3339,0.4097,68.28,inswing
RIGHT,BACK,142.51,58.35,0.38,0.5193,0.114,0.484,0.2469,0.4086,70.75,inswing
RIGHT,BACK,147.45,98.41,3.07,0.5401,0.2138,0.5023,0.299,0.4544,70.26,inswing
RIGHT,BACK,156.67,151.35,0.88,0.5173,0.0723,0.4483,0.3431,0.4545,71.26,inswing
RIGHT,BACK,64.25,53.34,64.73,0.1992,0.1548,0.3404,0.2712,0.415,85.56,inswing
RIGHT,BACK,43.48,56.56,58.69,0.1754,0.1582,0.3118,0.3534,0.4223,85.44,inswing
RIGHT,BACK,53.71,57.77,59.4,0.1997,0.1355,0.3138,0.3023,0.4125,85.5,inswing
RIGHT,BACK,111.68,67.97,62.56,0.2835,0.1364,0.4153,0.3464,0.426,83.12,inswing
RIGHT,BACK,98.97,57.63,62.85,0.2631,0.1623,0.4167,0.3322,0.4028,82.89,inswing
RIGHT,BACK,81.75,54.77,63.56,0.2456,0.1498,0.3865,0.3136,0.4178,83.16,inswing
RIGHT,BACK,128.64,58.36,60.0,0.3006,0.1687,0.4558,0.3332,0.4169,83.14,inswing
RIGHT,BACK,108.89,101.74,26.86,0.3314,0.1113,0.3661,0.2914,0.5388,75.68,inswing
RIGHT,BACK,109.98,99.19,28.13,0.3402,0.0986,0.3674,0.2859,0.5388,75.4,inswing
RIGHT,BACK,109.94,98.41,27.71,0.3433,0.0936,0.3761,0.2864,0.5433,75.19,inswing
RIGHT,BACK,114.83,98.59,29.11,0.3901,0.1057,0.3975,0.2838,0.5556,75.45,inswing
RIGHT,BACK,114.29,101.0,29.48,0.3827,0.1021,0.39,0.2821,0.5597,75.73,inswing
RIGHT,BACK,118.67,111.77,29.48,0.3813,0.1054,0.4178,0.3227,0.5497,75.13,inswing
RIGHT,BACK,115.92,105.32,28.27,0.3699,0.1029,0.4032,0.306,0.5328,75.76,inswing
RIGHT,BACK,116.35,111.42,27.47,0.3641,0.0922,0.3972,0.3155,0.542,75.64,inswing
RIGHT,BACK,112.68,101.24,28.83,0.3457,0.0935,0.3833,0.2863,0.5457,75.36,inswing
RIGHT,BACK,114.31,106.4,27.95,0.3657,0.0995,0.3872,0.2988,0.5383,75.59,inswing
RIGHT,BACK,115.34,108.14,28.3,0.3656,0.1024,0.4074,0.3134,0.5382,75.39,inswing
RIGHT,BACK,119.17,112.15,28.97,0.3936,0.114,0.4076,0.3095,0.5457,75.34,inswing
RIGHT,BACK,112.97,92.9,28.56,0.3626,0.1041,0.386,0.2643,0.5464,75.62,inswing
RIGHT,BACK,133.09,118.4,35.86,0.4048,0.1954,0.5829,0.4661,0.5209,60.65,inswing
RIGHT,BACK,127.85,120.29,38.77,0.3509,0.1064,0.4573,0.3879,0.5601,62.33,inswing
RIGHT,BACK,147.74,141.48,21.19,0.4581,0.3022,0.6953,0.5601,0.639,64.62,inswing
RIGHT,BACK,146.98,140.29,22.22,0.445,0.2744,0.6495,0.5294,0.6453,65.64,inswing
RIGHT,BACK,152.9,146.89,16.45,0.658,0.2143,0.6061,0.439,0.5471,80.5,inswing
RIGHT,BACK,154.43,151.42,16.01,0.6849,0.2228,0.6183,0.4783,0.5557,79.93,inswing
RIGHT,BACK,158.69,148.84,17.19,0.7322,0.1868,0.7119,0.4971,0.5708,77.65,inswing
RIGHT,BACK,155.49,158.25,0.11,0.6208,0.1467,0.5626,0.5026,0.6564,77.99,inswing
RIGHT,BACK,145.31,149.39,0.3,0.4657,0.1498,0.4671,0.4431,0.5835,83.87,inswing
RIGHT,BACK,145.27,136.7,4.02,0.4584,0.1208,0.3802,0.3259,0.6309,83.59,inswing
RIGHT,BACK,146.84,146.06,0.99,0.4979,0.1213,0.4558,0.4298,0.5703,83.44,inswing
RIGHT,BACK,147.5,151.95,2.69,0.48,0.1172,0.4609,0.4408,0.5944,82.96,inswing
RIGHT,BACK,145.81,149.56,3.88,0.4688,0.1214,0.4731,0.4447,0.5794,83.14,inswing
RIGHT,BACK,143.51,145.54,5.8,0.4844,0.1126,0.4631,0.4256,0.5984,82.66,inswing
RIGHT,BACK,139.42,132.22,7.05,0.4314,0.1102,0.4384,0.391,0.6087,82.49,inswing
RIGHT,BACK,142.89,138.2,4.31,0.477,0.1041,0.4375,0.3957,0.6093,82.97,inswing
RIGHT,BACK,144.14,140.67,4.15,0.5066,0.1451,0.3867,0.3643,0.6338,83.21,inswing
RIGHT,BACK,142.26,137.53,4.63,0.4801,0.1245,0.4036,0.3851,0.6106,82.84,inswing
RIGHT,BACK,135.26,125.16,6.98,0.4471,0.133,0.3688,0.3629,0.6161,82.39,inswing
RIGHT,BACK,142.68,141.8,7.44,0.4338,0.1367,0.4118,0.41,0.6316,82.19,inswing
RIGHT,BACK,145.39,145.62,6.54,0.4863,0.1222,0.427,0.4079,0.6157,82.43,inswing
RIGHT,BACK,147.29,151.82,7.85,0.5106,0.1693,0.3606,0.3753,0.6689,82.1,inswing
RIGHT,BACK,146.25,145.91,7.92,0.5177,0.1267,0.4152,0.4202,0.6036,82.28,inswing
RIGHT,BACK,151.72,152.21,6.28,0.5282,0.1539,0.3924,0.3804,0.6585,82.28,inswing
RIGHT,BACK,155.6,159.7,2.79,0.5564,0.1722,0.4258,0.4173,0.6588,82.44,inswing
RIGHT,BACK,156.3,158.0,4.93,0.6201,0.1869,0.4582,0.4347,0.6496,82.19,inswing
RIGHT,BACK,158.92,161.14,5.95,0.6244,0.1477,0.5172,0.4789,0.6304,82.14,inswing
RIGHT,BACK,156.52,154.88,7.57,0.586,0.1366,0.4893,0.4428,0.6192,82.16,inswing
RIGHT,BACK,155.78,156.27,4.84,0.5924,0.1493,0.4802,0.449,0.6105,82.31,inswing
RIGHT,BACK,154.0,159.53,6.16,0.602,0.1508,0.4857,0.4733,0.6258,82.0,inswing
RIGHT,BACK,153.06,160.26,6.78,0.5907,0.1659,0.4516,0.4385,0.6438,82.18,inswing
RIGHT,BACK,152.62,159.03,8.14,0.589,0.2049,0.4033,0.4062,0.6914,82.11,inswing
RIGHT,BACK,150.91,155.62,7.9,0.5833,0.1833,0.4198,0.4212,0.6621,82.04,inswing
RIGHT,BACK,178.46,148.31,34.11,0.3209,0.1824,0.446,0.4245,0.3857,89.78,inswing
RIGHT,BACK,174.89,133.41,30.34,0.2428,0.2106,0.3796,0.3725,0.4488,89.36,inswing
RIGHT,BACK,171.61,147.22,31.07,0.2813,0.1963,0.3992,0.3902,0.4605,89.58,inswing
RIGHT,BACK,177.17,136.25,33.58,0.2008,0.1957,0.316,0.3258,0.4499,89.65,inswing
RIGHT,BACK,177.43,155.67,33.77,0.2547,0.2177,0.374,0.3748,0.4418,89.26,inswing
RIGHT,BACK,179.19,158.23,33.25,0.2564,0.1915,0.3661,0.3683,0.4486,89.34,inswing
RIGHT,BACK,177.3,161.65,36.83,0.3003,0.1324,0.3624,0.3601,0.4511,89.42,inswing
RIGHT,BACK,173.87,165.62,38.21,0.3021,0.2017,0.4534,0.4694,0.3807,89.76,inswing
RIGHT,BACK,177.28,160.99,36.38,0.3605,0.1045,0.3557,0.359,0.464,89.96,inswing
RIGHT,BACK,176.97,167.1,39.01,0.3564,0.1422,0.4541,0.4724,0.3987,89.58,inswing
RIGHT,BACK,179.91,163.77,49.27,0.3796,0.0992,0.4757,0.4829,0.2971,89.6,inswing
RIGHT,BACK,179.79,162.93,58.1,0.3639,0.1572,0.4863,0.4861,0.2536,89.97,inswing
RIGHT,BACK,177.38,166.39,72.65,0.3515,0.1317,0.4646,0.4902,0.2405,89.8,inswing
RIGHT,BACK,175.33,169.41,38.58,0.4677,0.0975,0.3705,0.3581,0.4778,89.62,inswing
RIGHT,BACK,12.42,1.31,12.04,0.1309,0.147,0.0728,0.1467,0.3453,88.53,inswing
RIGHT,BACK,9.31,1.95,13.51,0.1273,0.1984,0.1348,0.1272,0.2949,88.73,inswing
RIGHT,BACK,14.25,0.01,15.43,0.1216,0.2421,0.2923,0.1479,0.3328,88.66,inswing
RIGHT,BACK,15.17,1.19,14.4,0.1248,0.2051,0.2754,0.146,0.276,88.63,inswing
RIGHT,BACK,19.28,0.6,15.67,0.132,0.2528,0.2798,0.1356,0.305,88.84,inswing
RIGHT,BACK,15.06,2.29,20.7,0.1367,0.2549,0.2773,0.1511,0.3585,88.51,inswing
