hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,label
RIGHT,BACK,109.49,115.48,125.26,0.3378,0.2265,0.4179,0.3759,0.2974,55.57,outswing
RIGHT,BACK,114.47,115.58,124.5,0.3642,0.2553,0.4627,0.3858,0.29,55.7,outswing
RIGHT,BACK,115.16,119.06,120.88,0.3554,0.2442,0.4681,0.4298,0.2782,55.9,outswing
RIGHT,BACK,122.09,116.69,119.75,0.3926,0.26,0.489,0.4093,0.2839,55.75,outswing
RIGHT,BACK,114.53,114.73,117.75,0.3253,0.2736,0.4593,0.4001,0.2815,55.95,outswing
RIGHT,BACK,124.54,117.17,115.02,0.3915,0.2686,0.4803,0.4075,0.305,55.83,outswing
RIGHT,BACK,144.45,157.14,5.35,0.4755,0.1467,0.4274,0.4001,0.49,77.42,outswing
RIGHT,BACK,142.17,155.93,2.86,0.4486,0.141,0.407,0.3996,0.5161,77.49,outswing
RIGHT,BACK,142.68,156.56,12.18,0.4557,0.1506,0.4174,0.4358,0.5723,77.76,outswing
RIGHT,BACK,140.26,149.59,20.4,0.4377,0.145,0.4047,0.4639,0.638,79.03,outswing
RIGHT,BACK,139.41,148.04,18.71,0.4123,0.1612,0.3864,0.4465,0.6361,79.16,outswing
RIGHT,BACK,143.54,158.56,8.32,0.3604,0.1818,0.4142,0.4122,0.6283,77.64,outswing
RIGHT,BACK,146.83,160.33,9.39,0.3654,0.2013,0.4123,0.4173,0.63,77.78,outswing
RIGHT,BACK,144.86,161.8,5.38,0.3597,0.1858,0.4048,0.4004,0.5916,78.47,outswing
RIGHT,BACK,143.62,160.1,11.67,0.3528,0.1943,0.4004,0.404,0.6249,78.34,outswing
RIGHT,BACK,144.53,160.43,9.41,0.3566,0.2014,0.4101,0.4097,0.6116,77.94,outswing
RIGHT,BACK,151.84,134.5,19.84,0.5064,0.0556,0.5078,0.4712,0.6082,68.29,outswing
RIGHT,BACK,148.78,142.46,21.25,0.4963,0.0618,0.5032,0.4798,0.6156,69.18,outswing
RIGHT,BACK,124.98,151.11,27.9,0.4182,0.1407,0.3837,0.4777,0.6076,69.09,outswing
RIGHT,BACK,139.94,155.12,28.65,0.4871,0.1652,0.4114,0.4879,0.6041,68.81,outswing
RIGHT,BACK,153.36,167.18,29.45,0.5126,0.1838,0.4587,0.6285,0.6262,69.66,outswing
RIGHT,BACK,9.91,34.63,51.41,0.2483,0.2489,0.157,0.3103,0.5411,59.15,outswing
RIGHT,BACK,1.31,16.46,32.26,0.2451,0.2525,0.1416,0.2873,0.505,65.72,outswing
RIGHT,BACK,3.63,16.96,33.99,0.2286,0.2354,0.1894,0.3265,0.5234,66.37,outswing
RIGHT,BACK,19.37,45.36,53.42,0.3691,0.3079,0.2496,0.2362,0.3442,70.07,outswing
RIGHT,BACK,30.24,54.08,61.06,0.3419,0.3093,0.3006,0.246,0.3213,69.77,outswing
RIGHT,BACK,45.07,49.81,55.57,0.3851,0.2951,0.3852,0.2711,0.3596,70.36,outswing
RIGHT,BACK,14.67,36.61,46.14,0.3411,0.28,0.2645,0.2723,0.4178,69.42,outswing
RIGHT,BACK,15.34,40.76,54.37,0.3597,0.3077,0.2459,0.2624,0.4177,68.68,outswing
RIGHT,BACK,18.32,44.94,58.06,0.395,0.3391,0.2274,0.248,0.3921,69.05,outswing
RIGHT,BACK,11.73,37.12,53.44,0.2189,0.181,0.2301,0.2949,0.4502,64.11,outswing
RIGHT,BACK,19.38,42.45,52.99,0.2743,0.2245,0.1989,0.2328,0.3849,66.81,outswing
RIGHT,BACK,18.24,44.27,55.84,0.2767,0.2322,0.1664,0.2398,0.4352,64.35,outswing
RIGHT,BACK,17.04,42.79,52.7,0.4214,0.3548,0.1716,0.2057,0.3862,65.85,outswing
RIGHT,BACK,17.07,41.03,53.01,0.4096,0.4035,0.2192,0.2231,0.343,66.59,outswing
RIGHT,BACK,17.41,42.64,57.94,0.4422,0.4186,0.2317,0.247,0.354,66.02,outswing
RIGHT,BACK,13.4,40.26,54.11,0.4525,0.4049,0.2097,0.2382,0.3468,67.34,outswing
RIGHT,BACK,15.9,40.03,52.27,0.3507,0.3321,0.1689,0.2113,0.3427,67.07,outswing
RIGHT,BACK,10.42,35.16,48.22,0.4129,0.3682,0.1539,0.2133,0.3481,67.37,outswing
RIGHT,BACK,15.14,40.63,52.93,0.3799,0.3641,0.1913,0.2124,0.3345,66.8,outswing
RIGHT,BACK,14.58,39.59,53.97,0.3566,0.3329,0.1889,0.2166,0.3643,66.94,outswing
RIGHT,BACK,13.41,38.78,52.62,0.4485,0.414,0.1744,0.215,0.3502,66.11,outswing
RIGHT,BACK,13.17,38.06,49.11,0.4583,0.4011,0.217,0.2357,0.363,66.2,outswing
RIGHT,BACK,12.05,37.99,49.55,0.4942,0.4296,0.1482,0.2235,0.385,65.86,outswing
RIGHT,BACK,11.3,35.56,48.37,0.5006,0.4488,0.1734,0.2307,0.3828,65.9,outswing
RIGHT,BACK,11.82,37.47,51.14,0.4997,0.4318,0.1803,0.2303,0.3839,65.88,outswing
RIGHT,BACK,12.61,38.38,50.58,0.465,0.4009,0.1812,0.2242,0.3762,66.29,outswing
RIGHT,BACK,9.19,32.7,45.77,0.5379,0.4548,0.1838,0.2457,0.3964,66.06,outswing
RIGHT,BACK,5.26,31.08,45.32,0.5659,0.5009,0.2167,0.2347,0.3754,65.75,outswing
RIGHT,BACK,7.95,31.86,45.46,0.4464,0.3796,0.1866,0.2467,0.395,65.4,outswing
RIGHT,BACK,18.59,41.2,50.49,0.3902,0.3558,0.2375,0.2334,0.3643,65.45,outswing
RIGHT,BACK,85.25,32.36,35.87,0.1814,0.0497,0.1326,0.2958,0.5992,82.57,outswing
RIGHT,BACK,58.62,29.73,6.14,0.2145,0.0957,0.2526,0.2776,0.5336,81.82,outswing
RIGHT,BACK,131.25,12.95,1.6,0.3974,0.0883,0.3383,0.2257,0.4349,81.73,outswing
RIGHT,BACK,75.07,22.1,11.81,0.2746,0.074,0.2149,0.1722,0.4857,82.64,outswing
RIGHT,BACK,59.4,11.88,5.73,0.3317,0.1029,0.2477,0.1724,0.4462,81.84,outswing
RIGHT,BACK,36.9,11.21,2.2,0.2604,0.1034,0.2004,0.192,0.4019,81.45,outswing
RIGHT,BACK,34.92,8.71,2.14,0.2886,0.1219,0.2179,0.1866,0.4027,81.41,outswing
RIGHT,BACK,73.69,15.19,2.08,0.3699,0.1068,0.2747,0.1959,0.4313,82.07,outswing
RIGHT,BACK,31.27,8.23,4.69,0.3138,0.1295,0.1989,0.1668,0.4166,80.58,outswing
RIGHT,BACK,30.11,15.74,5.47,0.2118,0.0606,0.1948,0.0374,0.3424,84.0,outswing
RIGHT,BACK,38.89,20.61,5.31,0.2509,0.0932,0.168,0.1523,0.395,83.24,outswing
RIGHT,BACK,166.62,170.02,25.96,0.7406,0.0823,0.6826,0.4871,0.524,73.55,outswing
RIGHT,BACK,166.31,83.06,24.47,0.7314,0.165,0.6003,0.3791,0.5337,73.59,outswing
RIGHT,BACK,149.38,1.06,22.8,0.6459,0.2049,0.469,0.2868,0.5397,73.76,outswing
RIGHT,BACK,129.23,0.67,19.06,0.5422,0.1874,0.3803,0.2793,0.5655,74.03,outswing
RIGHT,BACK,122.95,0.78,16.45,0.5337,0.2041,0.3492,0.2754,0.5582,75.06,outswing
RIGHT,BACK,43.16,3.39,18.01,0.4784,0.2303,0.2593,0.2792,0.5719,74.39,outswing
RIGHT,BACK,121.89,5.46,15.1,0.5486,0.2054,0.3647,0.2898,0.5789,74.72,outswing
RIGHT,BACK,91.08,7.13,12.93,0.5156,0.2334,0.3047,0.2866,0.5882,74.9,outswing
RIGHT,BACK,119.44,4.94,16.58,0.5364,0.3225,0.2429,0.335,0.6745,74.72,outswing
RIGHT,BACK,83.9,5.43,18.61,0.4719,0.1751,0.31,0.286,0.537,75.01,outswing
RIGHT,BACK,121.73,10.32,16.47,0.5379,0.1892,0.3591,0.2955,0.5413,75.59,outswing
RIGHT,BACK,103.23,8.0,12.85,0.5282,0.2174,0.3359,0.2987,0.541,76.47,outswing
RIGHT,BACK,14.52,6.21,16.37,0.2452,0.1571,0.0886,0.2588,0.5459,76.07,outswing
RIGHT,BACK,14.88,8.35,11.27,0.3065,0.2165,0.0904,0.2709,0.5785,76.05,outswing
RIGHT,BACK,13.62,8.46,11.2,0.2864,0.1922,0.0943,0.256,0.5518,76.68,outswing
RIGHT,BACK,178.58,157.78,71.94,0.4841,0.2799,0.653,0.573,0.3316,69.3,outswing
RIGHT,BACK,178.19,154.2,71.96,0.4332,0.3512,0.6403,0.5267,0.3267,69.96,outswing
RIGHT,BACK,177.28,157.07,70.47,0.4219,0.3454,0.6517,0.5667,0.3407,70.39,outswing
RIGHT,BACK,176.36,155.2,57.78,0.428,0.3053,0.6275,0.5548,0.4226,70.0,outswing
RIGHT,BACK,174.95,155.93,62.92,0.3906,0.3697,0.6189,0.5497,0.395,70.04,outswing
RIGHT,BACK,174.99,154.47,63.33,0.3613,0.3459,0.5676,0.5122,0.4163,70.31,outswing
RIGHT,BACK,176.45,160.3,49.0,0.5367,0.0658,0.5356,0.5017,0.5072,72.33,outswing
RIGHT,BACK,177.19,156.73,55.41,0.4067,0.212,0.5066,0.4933,0.438,71.62,outswing
RIGHT,BACK,175.66,155.59,54.58,0.4254,0.3124,0.6145,0.53,0.4521,70.67,outswing
RIGHT,BACK,2.43,18.38,31.1,0.0945,0.1528,0.1602,0.1271,0.3331,71.61,outswing
RIGHT,BACK,0.81,17.48,30.54,0.0857,0.0883,0.1191,0.1383,0.3366,71.27,outswing
RIGHT,BACK,5.03,13.1,26.17,0.0832,0.1824,0.1409,0.1634,0.352,71.33,outswing
RIGHT,BACK,2.47,23.95,32.94,0.1108,0.2213,0.1946,0.1525,0.3151,71.98,outswing
RIGHT,BACK,142.34,104.4,70.95,0.2019,0.2501,0.3862,0.3483,0.2588,71.14,outswing
RIGHT,BACK,175.9,142.98,59.09,0.3186,0.1786,0.459,0.401,0.256,71.14,outswing
RIGHT,BACK,10.0,22.55,40.8,0.0816,0.1793,0.2608,0.261,0.2503,69.49,outswing
RIGHT,BACK,14.62,8.83,24.74,0.1931,0.0864,0.2194,0.2242,0.3997,73.86,outswing
RIGHT,BACK,13.22,1.64,19.62,0.1108,0.074,0.1021,0.1884,0.3935,74.41,outswing
RIGHT,BACK,19.15,4.41,12.81,0.1812,0.1362,0.0912,0.1849,0.3509,73.73,outswing
RIGHT,BACK,15.21,2.77,22.1,0.1432,0.0812,0.1403,0.2075,0.437,72.58,outswing
RIGHT,BACK,35.44,7.74,17.63,0.2369,0.0678,0.2185,0.2896,0.4078,73.85,outswing
RIGHT,BACK,164.03,165.72,33.33,0.4004,0.0655,0.4155,0.3785,0.3552,73.69,outswing
RIGHT,BACK,172.2,160.68,41.22,0.3974,0.0894,0.4703,0.4107,0.3411,73.11,outswing
RIGHT,BACK,162.71,22.04,26.3,0.4662,0.0953,0.4328,0.3543,0.3243,69.55,outswing
RIGHT,BACK,121.57,7.05,25.28,0.3834,0.1049,0.3753,0.3313,0.3253,69.33,outswing
RIGHT,BACK,137.77,126.01,26.31,0.3949,0.0888,0.4068,0.3733,0.3076,69.69,outswing
RIGHT,BACK,60.19,43.14,3.71,0.3094,0.1475,0.2926,0.3099,0.3816,69.1,outswing
RIGHT,BACK,48.29,29.67,11.26,0.2352,0.1294,0.2111,0.0764,0.3233,69.18,outswing
RIGHT,BACK,53.35,29.5,10.02,0.2385,0.1477,0.2221,0.0524,0.3129,68.83,outswing
RIGHT,BACK,51.4,28.31,6.18,0.2342,0.14,0.2258,0.0682,0.3033,68.94,outswing
RIGHT,BACK,94.68,16.08,20.19,0.391,0.0842,0.3549,0.3229,0.4336,69.34,outswing
RIGHT,BACK,64.46,10.45,17.6,0.3473,0.0862,0.3005,0.2848,0.4365,70.26,outswing
RIGHT,BACK,150.17,36.3,31.37,0.2679,0.2077,0.3428,0.2883,0.4468,72.36,outswing
RIGHT,BACK,14.4,5.83,25.72,0.114,0.1335,0.0686,0.2114,0.364,72.61,outswing
RIGHT,BACK,19.16,34.48,44.57,0.21,0.2232,0.3466,0.3064,0.3478,72.71,outswing
RIGHT,BACK,13.13,8.24,32.41,0.1268,0.0419,0.1247,0.223,0.329,73.12,outswing
RIGHT,BACK,20.85,1.44,26.75,0.1157,0.0641,0.1187,0.2282,0.3327,73.44,outswing
RIGHT,BACK,17.31,8.66,30.64,0.1945,0.0492,0.2116,0.2658,0.3524,74.16,outswing
RIGHT,BACK,22.22,0.43,25.35,0.1674,0.0296,0.1407,0.2417,0.3545,73.77,outswing
RIGHT,BACK,22.04,1.42,27.36,0.1583,0.029,0.1363,0.2325,0.3331,73.4,outswing
RIGHT,BACK,57.13,19.93,33.46,0.2665,0.109,0.3006,0.2938,0.3861,73.97,outswing
RIGHT,BACK,17.34,3.35,20.7,0.1747,0.0747,0.1023,0.2301,0.3699,73.66,outswing
RIGHT,BACK,26.8,4.47,21.42,0.126,0.0635,0.1303,0.2336,0.3633,73.73,outswing
RIGHT,BACK,26.32,0.22,26.36,0.1506,0.0154,0.1656,0.2328,0.3378,73.05,outswing
RIGHT,BACK,14.4,1.28,21.34,0.0801,0.0373,0.1088,0.1608,0.3226,72.72,outswing
RIGHT,BACK,8.92,6.08,26.22,0.0399,0.0731,0.0509,0.2151,0.3753,71.73,outswing
RIGHT,BACK,116.31,26.82,22.91,0.2255,0.2125,0.3454,0.2897,0.4592,73.21,outswing
RIGHT,BACK,8.5,11.57,31.34,0.0994,0.1394,0.0624,0.2056,0.3819,70.46,outswing
RIGHT,BACK,13.69,11.47,34.13,0.1033,0.147,0.0856,0.1889,0.3719,70.42,outswing
RIGHT,BACK,18.9,8.22,27.45,0.276,0.0472,0.235,0.2318,0.4144,70.0,outswing
RIGHT,BACK,9.7,9.79,31.84,0.2105,0.0756,0.1361,0.1989,0.3555,70.35,outswing
RIGHT,BACK,9.95,11.41,33.69,0.2356,0.114,0.1282,0.2001,0.3387,71.27,outswing
RIGHT,BACK,11.97,12.09,32.53,0.2503,0.1456,0.1067,0.1884,0.3383,71.28,outswing
RIGHT,BACK,14.26,9.07,31.18,0.2103,0.0662,0.1485,0.2056,0.3232,72.1,outswing
RIGHT,BACK,8.45,11.57,36.68,0.1494,0.0452,0.1082,0.2023,0.3395,71.13,outswing
RIGHT,BACK,158.9,82.69,3.06,0.715,0.2582,0.4578,0.3461,0.5401,82.5,outswing
RIGHT,BACK,155.29,111.14,7.76,0.7022,0.2565,0.4458,0.3585,0.5692,82.51,outswing
RIGHT,BACK,161.95,91.08,1.96,0.7732,0.2653,0.5083,0.3316,0.6091,81.7,outswing
RIGHT,BACK,169.06,62.38,2.04,0.7823,0.2598,0.523,0.3098,0.5473,80.83,outswing
RIGHT,BACK,158.59,100.46,4.82,0.7105,0.259,0.4521,0.3584,0.5709,81.62,outswing
RIGHT,BACK,150.43,32.22,4.28,0.636,0.236,0.4014,0.2803,0.5293,81.65,outswing
RIGHT,BACK,146.47,39.14,4.62,0.6424,0.2534,0.3932,0.3002,0.5393,80.91,outswing
RIGHT,BACK,123.63,21.72,8.58,0.5724,0.2657,0.3076,0.2489,0.5133,81.27,outswing
RIGHT,BACK,154.69,154.28,0.63,0.6714,0.1582,0.5898,0.3607,0.4811,80.2,outswing
RIGHT,BACK,157.03,152.97,0.28,0.6892,0.1493,0.5897,0.3593,0.485,80.4,outswing
RIGHT,BACK,149.73,160.02,1.66,0.6273,0.1181,0.5819,0.3994,0.4496,80.47,outswing
RIGHT,BACK,170.47,171.33,0.51,0.7542,0.1617,0.7841,0.5118,0.5543,80.22,outswing
RIGHT,BACK,175.74,161.33,2.36,0.8655,0.2139,0.7279,0.3572,0.5038,77.25,outswing
RIGHT,BACK,172.33,151.69,7.86,0.9002,0.2595,0.7081,0.3106,0.5509,77.3,outswing
RIGHT,BACK,178.69,161.56,1.52,0.8719,0.24,0.7152,0.3354,0.5253,77.58,outswing
RIGHT,BACK,178.31,167.9,5.24,0.879,0.246,0.705,0.3712,0.5553,77.48,outswing
RIGHT,BACK,179.23,164.06,1.33,0.8485,0.2011,0.6764,0.3983,0.5224,77.37,outswing
RIGHT,BACK,177.85,169.34,2.93,0.8279,0.1918,0.6988,0.4076,0.4904,77.42,outswing
RIGHT,BACK,179.72,171.81,3.92,0.7984,0.1751,0.7208,0.4149,0.4664,77.03,outswing
RIGHT,BACK,177.7,169.49,0.41,0.8207,0.1967,0.7001,0.3933,0.4924,77.61,outswing
RIGHT,BACK,178.43,166.08,10.83,0.8509,0.2414,0.6835,0.3771,0.5391,78.1,outswing
RIGHT,BACK,179.46,168.29,5.46,0.8463,0.2065,0.7087,0.3954,0.5141,77.44,outswing
RIGHT,BACK,178.14,172.29,11.8,0.7549,0.1659,0.6788,0.3877,0.455,76.55,outswing
RIGHT,BACK,178.39,167.97,5.64,0.8266,0.1795,0.6953,0.3732,0.4673,77.06,outswing
RIGHT,BACK,178.85,164.71,0.54,0.8424,0.1952,0.7137,0.3818,0.4731,77.35,outswing
RIGHT,BACK,179.25,164.27,10.16,0.8478,0.2182,0.6835,0.358,0.5192,77.71,outswing
RIGHT,BACK,178.69,167.6,0.86,0.8467,0.203,0.6807,0.388,0.5218,77.21,outswing
RIGHT,BACK,177.94,163.38,4.24,0.8732,0.2308,0.6977,0.3634,0.5109,77.75,outswing
RIGHT,BACK,177.6,168.69,3.62,0.858,0.1995,0.6744,0.4326,0.5131,77.87,outswing
RIGHT,BACK,173.46,155.19,4.0,0.8327,0.2113,0.6644,0.323,0.4796,77.67,outswing
RIGHT,BACK,176.19,160.95,4.2,0.8126,0.1656,0.6479,0.4349,0.5242,76.95,outswing
RIGHT,BACK,175.45,166.75,1.59,0.7833,0.1459,0.6378,0.4564,0.495,77.16,outswing
RIGHT,BACK,175.07,165.99,3.55,0.7806,0.1514,0.6299,0.4621,0.5324,76.43,outswing
RIGHT,BACK,171.41,154.31,7.2,0.7763,0.1616,0.6154,0.4271,0.5244,76.45,outswing
RIGHT,BACK,179.58,159.35,17.78,0.6224,0.1143,0.5192,0.3871,0.3856,76.68,outswing
RIGHT,BACK,86.43,6.31,17.63,0.3266,0.0891,0.2439,0.2541,0.4179,75.92,outswing
RIGHT,BACK,30.12,12.14,1.05,0.1804,0.0666,0.1438,0.2054,0.3916,73.26,outswing
RIGHT,BACK,28.94,8.77,7.81,0.1343,0.0579,0.1922,0.186,0.2605,73.65,outswing
RIGHT,BACK,105.91,116.29,31.86,0.5475,0.1937,0.4101,0.2825,0.5225,66.36,outswing
RIGHT,BACK,79.39,113.6,19.19,0.4728,0.2154,0.2762,0.2667,0.5377,66.01,outswing
RIGHT,BACK,77.52,65.24,22.98,0.4591,0.1863,0.3228,0.1967,0.5192,66.64,outswing
RIGHT,BACK,61.35,62.71,23.1,0.4155,0.1633,0.2967,0.1972,0.4542,66.02,outswing
RIGHT,BACK,78.5,67.87,37.89,0.4976,0.1991,0.3695,0.2071,0.515,66.41,outswing
RIGHT,BACK,114.44,134.56,33.19,0.4912,0.1192,0.4732,0.2891,0.6151,62.64,outswing
RIGHT,BACK,97.23,134.19,25.52,0.5046,0.1862,0.4753,0.3105,0.6168,61.79,outswing
RIGHT,BACK,69.36,89.74,30.78,0.4555,0.1812,0.3362,0.2233,0.4746,61.88,outswing
RIGHT,BACK,79.74,95.73,5.28,0.4583,0.1528,0.41,0.2275,0.4696,62.0,outswing
RIGHT,BACK,69.49,95.39,33.09,0.4651,0.1963,0.3259,0.2161,0.5044,62.02,outswing
RIGHT,BACK,59.62,45.44,32.34,0.4027,0.1761,0.3033,0.1386,0.4754,61.12,outswing
RIGHT,BACK,113.05,115.91,25.38,0.5602,0.1856,0.4444,0.2418,0.4613,60.63,outswing
RIGHT,BACK,5.61,16.55,40.44,0.0543,0.0303,0.0682,0.28,0.5452,64.7,outswing
RIGHT,BACK,10.14,30.92,46.02,0.0904,0.1955,0.1595,0.215,0.4634,64.11,outswing
RIGHT,BACK,0.4,22.46,44.21,0.0668,0.186,0.1546,0.2123,0.389,64.89,outswing
RIGHT,BACK,3.6,20.44,42.26,0.1083,0.2227,0.1409,0.2154,0.3868,65.4,outswing
RIGHT,BACK,10.44,31.19,41.83,0.1143,0.2321,0.2495,0.2591,0.414,65.11,outswing
RIGHT,BACK,176.99,148.6,0.84,1.0306,0.1817,0.8613,0.498,0.4809,74.33,outswing
RIGHT,BACK,33.9,21.7,11.03,0.1715,0.2504,0.0813,0.3208,0.5606,72.47,outswing
RIGHT,BACK,35.46,24.25,14.59,0.1824,0.2002,0.0438,0.2894,0.5171,73.16,outswing
RIGHT,BACK,33.0,22.85,11.81,0.1467,0.2386,0.0946,0.3276,0.5441,72.48,outswing
RIGHT,BACK,33.66,19.21,4.87,0.1627,0.2526,0.0902,0.3225,0.5339,72.72,outswing
RIGHT,BACK,31.72,14.57,3.73,0.1719,0.2722,0.1004,0.3,0.4778,71.91,outswing
RIGHT,BACK,25.89,33.49,49.69,0.2256,0.2044,0.1795,0.3019,0.5237,63.7,outswing
RIGHT,BACK,22.26,32.74,48.48,0.1953,0.2438,0.1137,0.2424,0.4898,63.64,outswing
RIGHT,BACK,35.11,42.74,58.0,0.2022,0.2327,0.1738,0.2532,0.4584,63.35,outswing
RIGHT,BACK,26.61,35.36,51.42,0.2052,0.2153,0.1639,0.2731,0.497,63.92,outswing
RIGHT,BACK,24.09,35.48,54.12,0.1916,0.2206,0.1242,0.2603,0.47,64.17,outswing
RIGHT,BACK,117.35,45.42,60.59,0.2575,0.218,0.2986,0.2467,0.4166,69.84,outswing
RIGHT,BACK,110.45,49.86,57.81,0.2655,0.2182,0.301,0.2569,0.4429,69.46,outswing
RIGHT,BACK,107.77,47.73,59.77,0.2651,0.2123,0.302,0.266,0.4514,69.92,outswing
RIGHT,BACK,119.55,55.29,61.01,0.2582,0.2136,0.316,0.262,0.4545,69.78,outswing
RIGHT,BACK,130.57,65.11,67.72,0.2791,0.2102,0.3235,0.265,0.4275,70.29,outswing
RIGHT,BACK,125.98,46.62,52.84,0.2798,0.1881,0.3155,0.2964,0.5092,70.27,outswing
RIGHT,BACK,128.88,59.21,59.35,0.2816,0.2056,0.3231,0.2844,0.4728,69.99,outswing
RIGHT,BACK,128.85,59.49,61.04,0.2869,0.201,0.3293,0.2688,0.4437,70.27,outswing
RIGHT,BACK,107.76,42.39,54.64,0.2675,0.1907,0.3028,0.2904,0.4635,70.59,outswing
RIGHT,BACK,127.65,50.99,61.27,0.2709,0.2028,0.3157,0.3086,0.4629,70.19,outswing
RIGHT,BACK,152.26,59.17,55.44,0.2954,0.2144,0.2965,0.3208,0.481,72.43,outswing
RIGHT,BACK,26.58,18.95,45.1,0.2669,0.2108,0.1932,0.2802,0.4395,73.88,outswing
RIGHT,BACK,22.5,8.67,29.13,0.2732,0.1839,0.1755,0.3347,0.575,73.74,outswing
RIGHT,BACK,167.74,31.3,56.29,0.3741,0.2091,0.3118,0.3588,0.5094,75.97,outswing
RIGHT,BACK,10.04,9.15,29.81,0.2317,0.1725,0.1143,0.3324,0.5447,73.96,outswing
RIGHT,BACK,15.63,7.83,28.55,0.2444,0.1843,0.0891,0.312,0.5254,74.85,outswing
RIGHT,BACK,12.63,18.84,37.67,0.2247,0.1911,0.1596,0.2785,0.505,74.58,outswing
RIGHT,BACK,16.05,12.33,34.04,0.2542,0.16,0.1889,0.3126,0.5467,74.11,outswing
RIGHT,BACK,5.88,16.19,35.54,0.2232,0.194,0.1157,0.3051,0.5398,74.03,outswing
RIGHT,BACK,17.42,14.62,28.46,0.2356,0.1529,0.177,0.3217,0.568,74.82,outswing
RIGHT,BACK,9.51,12.72,32.9,0.2318,0.1851,0.0766,0.3055,0.564,74.14,outswing
RIGHT,BACK,8.03,12.11,30.27,0.2159,0.1367,0.122,0.3076,0.5684,75.09,outswing
RIGHT,BACK,27.69,4.12,25.1,0.2407,0.1418,0.1308,0.3126,0.5269,75.49,outswing
RIGHT,BACK,6.34,12.72,27.65,0.2272,0.1641,0.1586,0.3097,0.5791,74.25,outswing
RIGHT,BACK,68.92,6.74,7.23,0.2481,0.0907,0.1578,0.3073,0.5804,80.27,outswing
RIGHT,BACK,10.49,0.65,7.24,0.1356,0.0556,0.1015,0.3168,0.6212,79.18,outswing
RIGHT,BACK,4.96,3.12,9.81,0.108,0.0825,0.0743,0.3189,0.6342,78.27,outswing
RIGHT,BACK,15.56,5.84,4.31,0.1686,0.1106,0.0623,0.3453,0.6247,78.69,outswing
RIGHT,BACK,21.54,13.03,2.67,0.1082,0.0578,0.059,0.345,0.6175,79.61,outswing
RIGHT,BACK,93.72,92.1,19.12,0.3138,0.1416,0.2215,0.2042,0.6515,77.1,knuckle_ball
RIGHT,BACK,93.31,90.58,19.54,0.3335,0.1479,0.2875,0.2362,0.6022,76.74,knuckle_ball
RIGHT,BACK,91.2,88.8,19.8,0.3162,0.1624,0.2809,0.2542,0.5804,77.01,knuckle_ball
RIGHT,BACK,98.22,105.34,19.13,0.3376,0.1583,0.2727,0.268,0.6154,76.52,knuckle_ball
RIGHT,BACK,93.63,110.05,18.0,0.2933,0.1744,0.2635,0.2766,0.6432,75.82,knuckle_ball
RIGHT,BACK,96.32,73.66,31.3,0.3116,0.0631,0.3648,0.1392,0.5662,70.46,knuckle_ball
RIGHT,BACK,96.06,80.56,30.92,0.3124,0.0872,0.3816,0.1621,0.5718,70.09,knuckle_ball
RIGHT,BACK,94.03,80.0,30.88,0.3085,0.0917,0.375,0.1616,0.5706,70.02,knuckle_ball
RIGHT,BACK,94.32,82.83,30.97,0.3055,0.1541,0.2722,0.1565,0.5834,70.83,knuckle_ball
RIGHT,BACK,95.69,80.57,32.48,0.3521,0.1425,0.4001,0.1805,0.5058,69.97,knuckle_ball
RIGHT,BACK,93.12,78.32,32.72,0.3115,0.0838,0.3546,0.1418,0.5345,70.82,knuckle_ball
RIGHT,BACK,96.67,81.55,31.76,0.3289,0.1533,0.3035,0.119,0.5749,70.41,knuckle_ball
RIGHT,BACK,72.92,38.24,13.68,0.1816,0.1462,0.1924,0.1083,0.5662,74.5,knuckle_ball
RIGHT,BACK,72.25,38.01,14.49,0.1963,0.1292,0.2032,0.1166,0.5472,75.26,knuckle_ball
RIGHT,BACK,77.15,40.03,15.06,0.2072,0.087,0.2109,0.1286,0.5296,75.34,knuckle_ball
RIGHT,BACK,70.48,37.71,13.37,0.1662,0.0696,0.2052,0.1082,0.5436,74.92,knuckle_ball
RIGHT,BACK,36.23,25.61,22.29,0.1037,0.1016,0.174,0.1054,0.5295,79.38,knuckle_ball
RIGHT,BACK,42.29,25.0,20.54,0.1043,0.1073,0.1748,0.098,0.5063,78.0,knuckle_ball
RIGHT,BACK,38.63,24.91,20.45,0.105,0.0977,0.19,0.0922,0.5092,77.96,knuckle_ball
RIGHT,BACK,36.65,24.59,21.1,0.0832,0.1308,0.1893,0.1055,0.5104,78.41,knuckle_ball
RIGHT,BACK,40.74,25.75,21.64,0.106,0.1286,0.1875,0.0704,0.4802,78.44,knuckle_ball
RIGHT,BACK,38.04,25.1,21.72,0.0877,0.131,0.1818,0.0851,0.4902,78.45,knuckle_ball
RIGHT,BACK,39.2,25.61,29.71,0.1684,0.0997,0.1507,0.0783,0.4827,79.28,knuckle_ball
RIGHT,BACK,37.12,25.16,30.31,0.1576,0.114,0.151,0.0847,0.4954,78.95,knuckle_ball
RIGHT,BACK,36.46,25.06,28.86,0.1504,0.0582,0.1687,0.0575,0.469,79.56,knuckle_ball
RIGHT,BACK,23.49,6.23,0.82,0.4173,0.043,0.419,0.6364,0.6393,87.07,knuckle_ball
